"Var1","Var2"
-1.41140736477719,-1.41814380749724
-1.41743840697449,-1.40746283102473
-1.38589555551184,-1.43204567272244
-1.40039905880886,-1.41346165916083
-1.44068106181616,-1.41291034374904
-1.41079852963805,-1.39788641912593
-1.39026352911784,-1.38770349268828
-1.43192976661739,-1.4177321971842
-1.39411444932048,-1.42028598107454
-1.42363058853177,-1.43028078255736
-1.43265513238697,-1.40022192455453
-1.41592917799465,-1.39440593140388
-1.4078865431192,-1.42261919249825
-1.38648093758978,-1.40548071836901
-1.39753141027573,-1.38990472641408
-1.42121046592697,-1.40261006949742
-1.39671296713042,-1.41133436591946
-1.40288839440909,-1.41390571328889
-1.40876412274043,-1.40704955467874
-1.42517354528064,-1.42611957775929
-1.39096529222459,-1.38966350106911
-1.40258739680916,-1.43506287770384
-1.43176035774977,-1.39848077158407
-1.41998468850485,-1.43009773230857
-1.40510273230614,-1.41100332679905
-1.42651340851472,-1.42835946408548
-1.37126811146563,-1.42844899721674
-1.43517675417028,-1.41454340620873
-1.39236886945916,-1.3947271496496
-1.39785593691465,-1.4005130957065
-1.39948910088396,-1.39424675238783
-1.41120172267963,-1.42811521188465
-1.40542133319385,-1.42940869577575
-1.42305792162837,-1.40928013775319
-1.41351118026591,-1.40400241613586
-1.40199420048106,-1.41715688690834
-1.43185204898321,-1.3975484415812
-1.42020210384551,-1.40777508924467
-1.42875994105242,-1.4236741198177
-1.37514845362445,-1.41464076897783
-1.4241130056184,-1.43192806352685
-1.41837140408517,-1.39155942983528
-1.45936767050722,-1.42033014268003
-1.45329349486246,-1.44273166505552
-1.42521615331935,-1.41156431660736
-1.40468188399039,-1.37103682875897
-1.40875835996631,-1.39285124045896
-1.42672877084524,-1.42572592956766
-1.41624916210087,-1.41791453096935
-1.38061008013636,-1.4183227780364
-1.40038824097604,-1.39197620778595
-1.42094666179955,-1.41126847464614
-1.44232444611659,-1.41841412250077
-1.39209692344615,-1.37561680279649
-1.40682879055564,-1.40968033496498
-1.42924966069782,-1.39777216398834
-1.40997411697601,-1.42425421263248
-1.39978751919241,-1.43197379342259
-1.39608614231942,-1.3935276680056
-1.41333152450223,-1.40253114802803
-1.39077566971118,-1.43853974556116
-1.39499275185799,-1.44267353873308
-1.39602232652062,-1.42150285831119
-1.44294384265923,-1.43334502113369
-1.39278659471988,-1.40979776107572
-1.42593732671268,-1.39967204266095
-1.40190188137678,-1.40924262578512
-1.4369645799098,-1.43253961924571
-1.40193388665568,-1.40094857191657
-1.3926028631817,-1.42758344465971
-1.42789390652662,-1.4195274024935
-1.41802334859765,-1.45485245355779
-1.38012296051792,-1.40218831302457
-1.39813154290966,-1.4021780715553
-1.42516741523219,-1.412355548349
-1.42018484715793,-1.41216056441485
-1.41487314609016,-1.40770628452403
-1.4186680784477,-1.41982346200529
-1.42033101920936,-1.39873019170946
-1.40783934163214,-1.3968001371525
-1.38163046820562,-1.4162937132382
-1.38601797274157,-1.40338555722781
-1.41520124251486,-1.39517705642558
-1.40606299382066,-1.40018497199397
-1.40405673243181,-1.38222277761966
-1.40781513022826,-1.42560618707406
-1.44419952261753,-1.44207047963765
-1.39915005637073,-1.45793294994025
-1.41826663686913,-1.3778906033506
-1.41963227877165,-1.38624693271511
-1.40926378552833,-1.41386498522076
-1.37794234473952,-1.40775371545698
-1.41029031060945,-1.40035346604849
-1.4232559372744,-1.43365016668029
-1.4296379545372,-1.42635484330302
-1.41607607501287,-1.38761343838321
-1.43746951616121,-1.40783282708201
-1.41902852916951,-1.41372884762685
-1.42866396456246,-1.42376224621914
-1.41772615074617,-1.43854735632049
-1.41050030426822,-1.42852375190199
-1.4344041989468,-1.41706507359005
-1.40748454468349,-1.41702000145982
-1.40250135951145,-1.42081103185744
-1.42774597980814,-1.36967524826938
-1.40387702657912,-1.43272402857668
-1.42221096964721,-1.40230989139322
-1.42137873254553,-1.4125386078252
-1.42012130666826,-1.3980538717885
-1.44331097340749,-1.40000708160998
-1.41460228293082,-1.4075319593219
-1.44896386151246,-1.39640749035559
-1.38992709848293,-1.44033881459747
-1.42162446338232,-1.40491630603807
-1.386156579985,-1.44007588627153
-1.37012270211058,-1.43569146404165
-1.39876934178939,-1.42064043778618
-1.43152178668097,-1.40264826598316
-1.43628911097682,-1.41376342345137
-1.41263992298063,-1.40863352117862
-1.40459117521856,-1.42216331163917
-1.41230955627056,-1.39994697519225
-1.42055229679465,-1.39307339921216
-1.41246073916129,-1.38998397745743
-1.43462664725993,-1.42049122998227
-1.42247450670241,-1.41403993388997
-1.41925220230115,-1.39245283436888
-1.39901600992684,-1.42840023605576
-1.40642440048167,-1.40950786391524
-1.38575586039832,-1.44487987772061
-1.45219463364509,-1.41574608248174
-1.41583656975988,-1.41724128299855
-1.43051435553123,-1.4211601233125
-1.40721649401034,-1.40147735932089
-1.41150518899214,-1.43872055131896
-1.40736937787491,-1.42957950257086
-1.36480207218644,-1.39488120137103
-1.40036938762844,-1.43142813182813
-1.41542444372061,-1.42303738007039
-1.40974031524101,-1.40190007482754
-1.40650489253231,-1.40241885537698
-1.39140998156077,-1.39687572146483
-1.42040008161077,-1.41503931205948
-1.41820986587142,-1.37388391754164
-1.41251040650948,-1.44183555011668
-1.41067430063346,-1.42318056976331
-1.40383093435902,-1.45983134813762
-1.38854004027006,-1.41278589269792
-1.40149018362354,-1.4353498072752
-1.41328047741371,-1.4327181196677
-1.3990075902769,-1.38330845749332
-1.42749463044709,-1.41019654461816
-1.42970332562959,-1.42986346532873
-1.41845919794547,-1.42633474009881
-1.44347159194985,-1.43525111309109
-1.43159233158206,-1.43346157951623
-1.44189759212808,-1.40060593839141
-1.42164334752229,-1.40706792180406
-1.4217802105896,-1.4318766613257
-1.3999869732757,-1.41712661525491
-1.41203712537106,-1.398386133892
-1.39331908082032,-1.38273720716206
-1.38399512798949,-1.39272126321935
-1.38837954613829,-1.40875392551826
-1.3882069087793,-1.40549722813187
-1.40693168211452,-1.40661411229748
-1.39310138010608,-1.43945094323237
-1.42713419126154,-1.41559908015674
-1.3980960802683,-1.40567494278161
-1.41719688355657,-1.41490788580545
-1.38638585435167,-1.41251872872935
-1.40769752062095,-1.41349813380665
-1.43142839423132,-1.42670420884488
-1.40692799222091,-1.43470788609872
-1.46789601141958,-1.40855303312332
-1.4108316069445,-1.41508379254868
-1.41334607862766,-1.45185799585731
-1.41894962528333,-1.40720652636012
-1.44986664926271,-1.43001001360838
-1.40171228927366,-1.3760296104846
-1.40699057895523,-1.41862526393711
-1.39127663288543,-1.4286672762686
-1.38553023947836,-1.41076166321244
-1.40810588007481,-1.38094263077547
-1.4215243289828,-1.46269173937655
-1.41039339983199,-1.40762916331356
-1.42215151871971,-1.39938675957567
-1.38540643822725,-1.45029758974466
-1.37622678528343,-1.40534036604274
-1.39891769975347,-1.38468506418132
-1.40956465073175,-1.40359860030565
-1.42888162733407,-1.39367206270938
-1.44688857523048,-1.46185435953227
-1.40491072186254,-1.42445133815984
-1.40265657615888,-1.4236789944087
-1.41411793380431,-1.40451334207572
-1.39309862265157,-1.40589382366136
-1.40542545804808,-1.43722161757162
-1.41836590085125,-1.40172680626315
-1.41271749096115,-1.4195457978634
-1.42814236222591,-1.40117716458919
-1.41656788863957,-1.3978055734032
-1.425690344183,-1.4113424571962
-1.41805984000999,-1.39753616644457
-1.40117712242631,-1.40010461783981
-1.40213984177417,-1.44221089674764
-1.42227403778099,-1.42095635709884
-1.41581869049452,-1.41971918861273
-1.39556949919614,-1.42241962868036
-1.39270714969307,-1.43677669425497
-1.37579267385899,-1.4080646277049
-1.43823293992374,-1.40882622108137
-1.42012456255731,-1.41137826215834
-1.39687050344693,-1.3982390230309
-1.38156501176282,-1.41075512392561
-1.42669699944095,-1.39723069662808
-1.41567003848774,-1.4024419235347
-1.39115971860454,-1.40580112129189
-1.43037865656381,-1.38757009486748
-1.41180807621281,-1.4161808898452
-1.41037769652637,-1.39103619687037
-1.396644818692,-1.41061315806127
-1.40529348404668,-1.43632550062049
-1.40509285150183,-1.42643519142229
-1.39377059458824,-1.40883245827902
-1.41001751753438,-1.41182691649067
-1.41970005630077,-1.45286354525042
-1.41390076798706,-1.43351118069869
-1.42373746386224,-1.43891790568877
-1.44348099464672,-1.42522695620902
-1.42026982648748,-1.42161391009342
-1.42001955783476,-1.42752034978087
-1.4234477589327,-1.42670371663804
-1.41047224449625,-1.40715441426619
-1.40692663623782,-1.41489700460626
-1.37208598126506,-1.39346962908798
-1.40626327057365,-1.40207385127355
-1.44638866775001,-1.40252800550784
-1.40459079442085,-1.40053919256612
-1.44158921051903,-1.40996693178178
-1.38642574062615,-1.41576977555658
-1.41068875207778,-1.40603507892357
-1.42126192616542,-1.41942018980102
-1.42940677841506,-1.42171876014758
-1.41858986508459,-1.4335332003449
-1.40726352602982,-1.39911129852837
-1.39089805419347,-1.40791499643086
-1.40664036954759,-1.44602727979578
-1.40778976466754,-1.39994972986799
-1.41590314165043,-1.39802417500146
-1.39046676274473,-1.43272823722584
-1.40119683905464,-1.40446375136311
-1.39716895141587,-1.42383872366339
-1.42914034313802,-1.39201075927327
-1.42110692296379,-1.38431409294838
-1.39370860875473,-1.42789599533186
-1.42057719834316,-1.40966030344975
-1.39925411578875,-1.42339121484491
-1.43381890578165,-1.38554424133021
-1.41938279088038,-1.42291098151681
-1.43015878475706,-1.42468292436044
-1.42215432298649,-1.42651014958198
-1.41644372605018,-1.38981096077698
-1.42321218142907,-1.40959227141415
-1.41098082998225,-1.40656317707297
-1.39271057055501,-1.41016899634794
-1.39883817956256,-1.41576502515586
-1.41914536976892,-1.43010071883886
-1.4246164392908,-1.40121313233035
-1.42613744742426,-1.39182281690882
-1.41084364832596,-1.40527306419511
-1.43466300725704,-1.43112692637767
-1.41224223629452,-1.39088812350066
-1.39347128005494,-1.4234264608623
-1.386012997272,-1.40229196084869
-1.43471779470792,-1.39828690537583
-1.41763960064391,-1.39691185967073
-1.40898299224093,-1.41646387557562
-1.40149701077535,-1.42716502239749
-1.4156880999526,-1.43009110560653
-1.39491629709477,-1.41470746120236
-1.4147504140604,-1.41116209776475
-1.39839772753288,-1.4131315290628
-1.43711782251712,-1.41314870430552
-1.43596639359295,-1.38616848508974
-1.41924206244461,-1.41121455143952
-1.38418370013518,-1.41282657428872
-1.42538692989087,-1.41080347302541
-1.39004264476518,-1.42044691413548
-1.41298690646014,-1.41822609792283
-1.41720606927909,-1.42881159440986
-1.41812992237898,-1.40532355719396
-1.40752115845817,-1.43306793690742
-1.40887879878597,-1.40896319676192
-1.40574048876403,-1.40176621985649
-1.44127047210277,-1.42716145044046
-1.41198405130469,-1.4207391546473
-1.42691888360256,-1.42540066403809
-1.41915240298598,-1.44445410396157
-1.42894156188045,-1.38903523521319
-1.37983209181482,-1.42474712975059
-1.36769263081991,-1.41657910140865
-1.40719045043782,-1.41351989529377
-1.42341221674013,-1.41859109369677
-1.40329389829057,-1.4137627810247
-1.4129858475735,-1.39065292085794
-1.41524577884722,-1.43338753595375
-1.4048778094694,-1.42454354093455
-1.41086602791016,-1.41598890739447
-1.40484857216867,-1.4045765973621
-1.42352244065727,-1.43283706204933
-1.43622825833241,-1.39692066478143
-1.42120803736823,-1.42856604341423
-1.40367610973336,-1.40482344590695
-1.40894924949986,-1.42630341620256
-1.40776794258108,-1.41634199481321
-1.43377480505933,-1.41659347173317
-1.41964127450877,-1.41941948375712
-1.43792374191553,-1.42818647961386
-1.43175822317446,-1.39830888094656
-1.4254171166549,-1.42048121604268
-1.39049894086755,-1.45749959772832
-1.39634670246607,-1.39315148204643
-1.43695904626275,-1.39641547274346
-1.42758092403176,-1.41386101652692
-1.40347195387999,-1.40608237489595
-1.38625015317896,-1.4085652440568
-1.41997718086361,-1.44422382545494
-1.39696981210855,-1.41401498685462
-1.42622810203781,-1.40111504992614
-1.43582081287975,-1.44176926361792
-1.44592648810729,-1.42835570416066
-1.40870531759025,-1.44919681206033
-1.40223630515303,-1.39035914514515
-1.43954384690309,-1.41316960301616
-1.41128219702239,-1.43003632200622
-1.42502973740931,-1.43132112150028
-1.41871140595663,-1.41308630421811
-1.42723954513927,-1.41428403710658
-1.38705469390367,-1.42005161746688
-1.43618290212083,-1.40139720879878
-1.40946492642834,-1.40691314754986
-1.4458866290329,-1.4123270510299
-1.4214380740829,-1.43924682571654
-1.4253514319383,-1.42317633652837
-1.42199969232133,-1.42421117025781
-1.41999764861208,-1.42158592750302
-1.40349658329657,-1.42784139839137
-1.41879480639082,-1.37219199217723
-1.44120988422064,-1.4482577196435
-1.43072679598866,-1.43108453385358
-1.39295817292207,-1.41703871158028
-1.39742363516702,-1.42773942397231
-1.39281068480876,-1.39912996484237
-1.42143294522307,-1.42910612548853
-1.40264628792296,-1.40786749244189
-1.42164258500769,-1.43028926870844
-1.39833192706098,-1.43056238761546
-1.41571525043372,-1.39987125165959
-1.41633006265954,-1.40653056437485
-1.3900125731844,-1.4335322949233
-1.3948343058743,-1.3976753718502
-1.4289470311916,-1.39317841810252
-1.41533767251741,-1.41928073587592
-1.43403416769857,-1.40178914602703
-1.39220038339107,-1.40140235555398
-1.4110101061981,-1.42541635615415
-1.38063184798784,-1.4299205712964
-1.40395712416876,-1.43752110413446
-1.39144700795979,-1.42080909667967
-1.39120176948365,-1.42402852802561
-1.43740869774944,-1.39689551096086
-1.41457015625825,-1.3941471804089
-1.367100174329,-1.40914316079687
-1.39665114358271,-1.4229570900802
-1.40456898434835,-1.40875406641521
-1.38820395608001,-1.39964568497723
-1.39534019918193,-1.4130737660839
-1.40538425820249,-1.39869931781432
-1.41451300859915,-1.44407657113786
-1.42932261586352,-1.45546712021332
-1.41160454902623,-1.41081839915443
-1.38724678120836,-1.37928036849695
-1.43520730759893,-1.41183664193538
-1.42651656019764,-1.40205315945355
-1.38498702376061,-1.43051650995794
-1.42113170832868,-1.41625599949431
-1.39897394277666,-1.39454396777189
-1.39628521147699,-1.41010288416817
-1.43265426809606,-1.43990115304459
-1.43882767900491,-1.42335306543686
-1.40115574754359,-1.40741257302928
-1.44311918753427,-1.39694342797991
-1.41283799442333,-1.39161677155954
-1.38504862362258,-1.41677014681963
-1.42731009808913,-1.42890069228061
-1.39281337338417,-1.41146755681552
-1.41397572641777,-1.41170374896746
-1.42567638679044,-1.38777998915272
-1.44763621686708,-1.41316263591116
-1.42245229347462,-1.42435060734274
-1.41090494743647,-1.38504796816508
-1.43927682446876,-1.42531280953312
-1.42151951087962,-1.42233154928986
-1.43030783184921,-1.40164315337894
-1.42040443831025,-1.4339029398994
-1.40210655011764,-1.41152858621822
-1.42347215701472,-1.41780604336408
-1.41937242701728,-1.39031981729911
-1.40709970522104,-1.43401553616199
-1.41512467453228,-1.41988487174838
-1.41278223442828,-1.41026306967631
-1.40962933570413,-1.44190420488961
-1.42706987608364,-1.39307272509976
-1.42839848750543,-1.41005251168767
-1.38702015376646,-1.37357834289422
-1.40839364365107,-1.41461291309724
-1.36092005061625,-1.40657083490759
-1.41752934743629,-1.45005134310478
-1.43120463680238,-1.42720511854003
-1.37781665055139,-1.42072013186398
-1.42010994888354,-1.39015637022287
-1.38751919987495,-1.40016133278023
-1.39704957562933,-1.39528234285788
-1.41038364482213,-1.41033406776221
-1.39477159689384,-1.43903557670577
-1.39902709571729,-1.42824703552826
-1.44322195246665,-1.4040743636466
-1.41866073718537,-1.39228684094448
-1.39075978185883,-1.42961719443556
-1.40464157181547,-1.43836137986065
-1.40378269907976,-1.4226375074035
-1.40382042277841,-1.42499717706161
-1.43141715193853,-1.41484671928164
-1.42718183727981,-1.4042676222047
-1.38412841860615,-1.40389368968352
-1.40995084880675,-1.44049217152628
-1.43387333395957,-1.41348858642657
-1.44363146616709,-1.39658499213385
-1.41484965131859,-1.37241212326092
-1.39555387142374,-1.42490639125219
-1.41159680176933,-1.45159145430022
-1.39986995675853,-1.40892303549364
-1.43237641698685,-1.43698099597118
-1.43594974686287,-1.43774910106237
-1.41477400483697,-1.42329330293027
-1.40768446856272,-1.42765242689178
-1.41404033174955,-1.39059800309848
-1.42464317870051,-1.419616466712
-1.41542825103657,-1.40671504946595
-1.38751693846598,-1.40460107209489
-1.42408381280834,-1.40156095594884
-1.41129843480631,-1.42176923999711
-1.40281986566768,-1.42690673026747
-1.46368851920636,-1.40280896516432
-1.44528487115288,-1.4200056039058
-1.38769331976766,-1.38350055117668
-1.43137887908487,-1.42095534318877
-1.42777399164011,-1.43087933825025
-1.41608277855876,-1.44812663753493
-1.43301118231022,-1.42004861426716
-1.43145201991077,-1.38358869711514
-1.39816768243293,-1.44252012436596
-1.42916696137954,-1.42981709337039
-1.39302153376113,-1.40007782674455
-1.42179517919248,-1.40448180112657
-1.38496319269689,-1.3733838541289
-1.41024628775785,-1.40514269669365
-1.42681460391337,-1.42728365571625
-1.43838954352162,-1.41942135974973
-1.40363326248656,-1.4107955527462
-1.39805429934356,-1.43534381610668
-1.42557973520344,-1.4259647602334
-1.38881217775542,-1.41360260300587
-1.43641255924099,-1.43249816033807
-1.40198145366296,-1.39950604596821
-1.39342259708991,-1.3909369819871
-1.41943974171679,-1.42803093476728
-1.40777613409597,-1.41676794837849
-1.45459089199519,-1.38061154905427
-1.42410098675561,-1.42542938914928
-1.37841547420091,-1.424599799458
-1.4219081297685,-1.4152870102198
-1.41048723876283,-1.43766911397794
-1.41123586291521,-1.40521032914086
-1.39484731802715,-1.42484395117734
-1.40536166623378,-1.40505509585612
-1.40216308799738,-1.40080039442518
-1.42310494597288,-1.42256937388037
-1.4029143124714,-1.40333747821702
-1.39868980676217,-1.40873517809386
-1.38809855701082,-1.4084743201808
-1.39602643600393,-1.37637391777561
-1.41145233080856,-1.40917469893612
-1.418719005962,-1.42292169046346
-1.38421980431573,-1.42944252926124
-1.41832171155778,-1.42402964621376
-1.44577298774729,-1.3980786480214
-1.39829853485976,-1.40671687688579
-1.42415756450192,-1.41355210364889
-1.41209143137048,-1.40559815876911
-1.42210896493756,-1.38002895663297
-1.4018658530716,-1.39815964750183
-1.39264449686089,-1.42823235629046
-1.39087030516677,-1.38672083835974
-1.42028172012978,-1.42711368740795
-1.39205210725445,-1.4230961713537
-1.41174608606895,-1.40495564272917
-1.39436257318453,-1.41005880551614
-1.42191528817285,-1.42858807272715
-1.38637074297803,-1.41024318659355
-1.40515798604255,-1.43631652433549
-1.43224223690731,-1.37610645425091
-1.4127235679853,-1.41964461550778
-1.3956644910076,-1.40786610688706
-1.40178682911657,-1.38834061611576
-1.38600853889506,-1.3886997512322
-1.41382812303022,-1.42163735078906
-1.43812217129281,-1.41927210859968
-1.43471661492677,-1.4082974607261
-1.40249774580959,-1.41218078901667
-1.40388065522857,-1.42023307643273
-1.39744062147305,-1.42093361558435
-1.4008330565605,-1.39439817491379
-1.43425709040971,-1.38315498085272
-1.43969690716069,-1.41225048065477
-1.44120353348439,-1.39830101412702
-1.43642894381707,-1.42094782291724
-1.38861740810715,-1.4293745896379
-1.40427898520745,-1.42277925931167
-1.43317913410728,-1.40777382590417
-1.41444816061504,-1.43253598259643
-1.40799599829167,-1.39902359519516
-1.39065570517657,-1.45145198286649
-1.43691275003621,-1.42003553393056
-1.41923345371792,-1.43165484524194
-1.40086466555715,-1.39550350078106
-1.40805498889046,-1.39570820136303
-1.40977340777995,-1.41537725052991
-1.41234828382641,-1.40993879801166
-1.41614600975566,-1.40833221495273
-1.38403919758986,-1.3928028582315
-1.42482199886954,-1.4234988003145
-1.41155934582512,-1.39222353937867
-1.4075376063438,-1.40346167489565
-1.42508527781125,-1.41974237825132
-1.40562660326831,-1.40134853309293
-1.4230049389628,-1.44361106265231
-1.39927904809914,-1.45438473043408
-1.39765370803094,-1.43117415887401
-1.41907349560327,-1.42832513810459
-1.41370680319079,-1.39207680065198
-1.41091062529227,-1.44175495051511
-1.40537366868744,-1.41506230422084
-1.3926699243187,-1.40342604102696
-1.42075143691644,-1.38957321343335
-1.40074868013679,-1.44118787210267
-1.43556754805392,-1.4095733258788
-1.39807870943573,-1.39939965481631
-1.41434289450113,-1.40573778182685
-1.42823033176551,-1.40058709437144
-1.41542797126534,-1.37904006542831
-1.4365587488094,-1.40848263518214
-1.43728072176751,-1.39249021061759
-1.4047759929048,-1.39631149572482
-1.38241606127482,-1.40402861529811
-1.43634585875171,-1.42384724943739
-1.40679745845514,-1.39482838987031
-1.41993352811832,-1.47134066484633
-1.41826110745175,-1.40078240654912
-1.40865346014651,-1.45259571802387
-1.45798297725968,-1.37547125160002
-1.42463918303397,-1.42119112624144
-1.42929732590291,-1.40923590945885
-1.41432855975904,-1.42385707616535
-1.42209931779759,-1.41334913873098
-1.41117870325375,-1.39574083860037
-1.42475104429784,-1.40761666022825
-1.41056752426861,-1.38958296862125
-1.41992797429317,-1.37856236694447
-1.42949414496759,-1.41838897500715
-1.39696261137535,-1.44030912629816
-1.42792687258445,-1.41636450646604
-1.38633323688024,-1.41670907547786
-1.4146021637178,-1.42792223721979
-1.41753754752665,-1.43365874261743
-1.42891043482507,-1.41781791803936
-1.38184114678773,-1.43884129742424
-1.37855279413369,-1.45107739595233
-1.42634834113986,-1.41516741256009
-1.41457352323757,-1.43053602668677
-1.39223960182264,-1.40788612441006
-1.40821074603946,-1.42278631925562
-1.44297583622374,-1.41342867240938
-1.42407469584638,-1.41903492110757
-1.4239374747343,-1.43546548596228
-1.4045090057057,-1.4117971350665
-1.4208407752176,-1.42170534444706
-1.41200448949986,-1.39432220354646
-1.43014081948507,-1.40403554318641
-1.40220719418415,-1.40264130007023
-1.42047090467449,-1.39555601161632
-1.4034366364374,-1.37732005955249
-1.43564850265582,-1.40054000981452
-1.42154617820744,-1.40513084392165
-1.39311965190025,-1.44877358139678
-1.44200181100145,-1.4104380079115
-1.39828300829293,-1.41818083410957
-1.41691902200531,-1.39025174166232
-1.42217868751873,-1.41170403754411
-1.37595490781968,-1.41287097651339
-1.40145304567701,-1.4059204889136
-1.39111448047164,-1.37793721592088
-1.3990777390626,-1.41829851747299
-1.38222047543388,-1.40034765784948
-1.41986785975587,-1.41264112543487
-1.39310707569065,-1.42128277158147
-1.41837740946935,-1.42517362183395
-1.43333943804721,-1.44104313005816
-1.44171936406811,-1.41488916025261
-1.40140183647318,-1.39457949621101
-1.42843498595163,-1.39542870173829
-1.40280003552798,-1.45071573237803
-1.42247938141623,-1.41257408806359
-1.42865373678612,-1.38997984210628
-1.41133374564027,-1.44474975601291
-1.40137297054201,-1.40826171922226
-1.42499243370174,-1.40372278550698
-1.4423772388261,-1.39742082388131
-1.41164036509809,-1.41311884354609
-1.40278412704353,-1.37277556709835
-1.42094462858256,-1.44710075264649
-1.43285390880591,-1.43208859314844
-1.38831450424195,-1.43187590709626
-1.41706988082568,-1.37630940683564
-1.42549957632947,-1.42158562205317
-1.42604760864647,-1.40741380491928
-1.40367910839936,-1.40532624945891
-1.40732277004608,-1.40008435999452
-1.41057929455197,-1.40810069825556
-1.44092068755913,-1.4164969514839
-1.40097293967994,-1.39627056810074
-1.42579297357787,-1.40036281883126
-1.43683804848831,-1.40542011146053
-1.45038134948405,-1.42207734104321
-1.40500594630529,-1.3970435798934
-1.44789630002098,-1.4049614315306
-1.40106172184862,-1.41183569846607
-1.41243477788137,-1.42903881168563
-1.41567876313504,-1.40792021244942
-1.39907415463432,-1.40497421243564
-1.41590408807742,-1.41889977011187
-1.42165745897314,-1.42217266701145
-1.39752609068022,-1.39301971653701
-1.42553393670158,-1.40016463383941
-1.41890921754443,-1.43306848222878
-1.37098919183535,-1.42478174935784
-1.41964824407067,-1.40767767734714
-1.41874683757404,-1.41581379083617
-1.38680309182122,-1.39366804611552
-1.42639890807129,-1.40419806348533
-1.39824591896008,-1.42537439687497
-1.40193507254775,-1.43888527433161
-1.44546950881094,-1.4088173301768
-1.42254464256258,-1.43057308270041
-1.40712168674526,-1.40354072687567
-1.4212471395826,-1.42367348198082
-1.40159476259894,-1.42662041990961
-1.42451372596637,-1.37909703634433
-1.39762434206487,-1.43820098306885
-1.41702296363131,-1.42933162700545
-1.38415566939984,-1.43788839070138
-1.43554401839973,-1.40608776940785
-1.39711513816638,-1.37537206739873
-1.40476354821829,-1.42185635849357
-1.39264330160124,-1.43514474664844
-1.42650902485385,-1.42634254972302
-1.44752421321723,-1.43199210331586
-1.37779744707005,-1.44375015981864
-1.43298436315556,-1.43468147322982
-1.40578776409599,-1.41731425706065
-1.39617936678178,-1.40943772278819
-1.41572553826858,-1.4302903298895
-1.42486789096712,-1.40486606933874
-1.41706036197994,-1.42378082910296
-1.40581963196288,-1.44748712190942
-1.40803045170741,-1.42147827357731
-1.41209973149208,-1.43287806366587
-1.3939752976333,-1.42148764067738
-1.41254360411142,-1.41131277435653
-1.39871333298438,-1.3921749123926
-1.42889057329943,-1.42931559135763
-1.43021987689888,-1.40965725249767
-1.40889226714842,-1.40728209070061
-1.42380553584564,-1.41806263974881
-1.44057079331551,-1.43231638485493
-1.41276714719344,-1.40468103302218
-1.39203700809761,-1.40518282018633
-1.42886039251963,-1.42213552417117
-1.42755875358786,-1.38358942431958
-1.40505581499126,-1.43073967300416
-1.39195857193345,-1.44223823843122
-1.41588429110376,-1.42674073497006
-1.39520198040772,-1.40430921410291
-1.42153247404565,-1.43880509948134
-1.43185023674618,-1.43652003961555
